<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.01.25	11:00:00	1.24127	1.24202	1.23981	1.24028	3243	0	10
2018.01.25	12:00:00	1.24027	1.24143	1.23966	1.24038	3741	0	10
2018.01.25	13:00:00	1.24041	1.24971	1.24019	1.24962	7501	0	10
2018.01.25	14:00:00	1.24961	1.25367	1.24620	1.24895	7561	0	10
2018.01.25	15:00:00	1.24896	1.25282	1.24836	1.25034	5606	0	9
2018.01.25	16:00:00	1.25035	1.25059	1.24833	1.24866	4367	0	10
2018.01.25	17:00:00	1.24867	1.24917	1.24768	1.24917	3396	0	10
2018.01.25	18:00:00	1.24917	1.25056	1.24727	1.24836	3983	0	10
2018.01.25	19:00:00	1.24837	1.24867	1.23635	1.23897	8797	0	9
2018.01.25	20:00:00	1.23895	1.24298	1.23875	1.24053	5276	0	9
2018.01.25	21:00:00	1.24053	1.24216	1.23870	1.23944	2487	0	17
2018.01.25	22:00:00	1.23938	1.23955	1.23690	1.23715	1130	0	18
2018.01.25	23:00:00	1.23717	1.23944	1.23717	1.23907	2182	0	9
2018.01.26	00:00:00	1.23908	1.24099	1.23858	1.24052	3045	0	9
2018.01.26	01:00:00	1.24053	1.24320	1.24029	1.24297	3596	0	8
2018.01.26	02:00:00	1.24295	1.24295	1.24119	1.24262	3636	0	8
2018.01.26	03:00:00	1.24263	1.24314	1.24221	1.24288	2428	0	8
2018.01.26	04:00:00	1.24289	1.24310	1.24199	1.24209	1717	0	8
2018.01.26	05:00:00	1.24208	1.24314	1.24122	1.24298	2163	0	8
2018.01.26	06:00:00	1.24296	1.24517	1.24270	1.24499	3471	0	8
2018.01.26	07:00:00	1.24499	1.24926	1.24471	1.24736	4755	0	10
2018.01.26	08:00:00	1.24739	1.24902	1.24516	1.24662	4561	0	10
2018.01.26	09:00:00	1.24663	1.24667	1.24513	1.24547	4127	0	10
2018.01.26	10:00:00	1.24549	1.24660	1.24418	1.24582	3805	0	10
2018.01.26	11:00:00	1.24583	1.24641	1.24295	1.24381	3750	0	10
2018.01.26	12:00:00	1.24380	1.24494	1.24334	1.24397	3583	0	10
2018.01.26	13:00:00	1.24395	1.24563	1.24201	1.24281	4944	0	10
2018.01.26	14:00:00	1.24282	1.24468	1.24124	1.24410	5614	0	10
2018.01.26	15:00:00	1.24406	1.24447	1.24146	1.24321	4912	0	10
2018.01.26	16:00:00	1.24322	1.24365	1.24063	1.24210	4557	0	10
2018.01.26	17:00:00	1.24207	1.24414	1.24156	1.24385	3741	0	10
2018.01.26	18:00:00	1.24384	1.24494	1.24326	1.24436	2912	0	10
2018.01.26	19:00:00	1.24438	1.24472	1.24173	1.24200	3968	0	9
2018.01.26	20:00:00	1.24201	1.24223	1.24057	1.24194	2636	0	8
2018.01.26	21:00:00	1.24193	1.24311	1.24167	1.24278	1546	0	16
2018.01.28	21:00:00	1.24257	1.24285	1.24193	1.24235	30	0	32
2018.01.28	22:00:00	1.24234	1.24249	1.24117	1.24143	689	0	20
2018.01.28	23:00:00	1.24142	1.24308	1.24142	1.24308	1468	0	8
2018.01.29	00:00:00	1.24307	1.24316	1.24201	1.24206	2511	0	8
2018.01.29	01:00:00	1.24209	1.24215	1.23949	1.23964	3333	0	8
2018.01.29	02:00:00	1.23961	1.24002	1.23842	1.23984	2996	0	8
2018.01.29	03:00:00	1.23986	1.24189	1.23969	1.24142	2672	0	8
2018.01.29	04:00:00	1.24144	1.24213	1.24109	1.24125	1507	0	8
2018.01.29	05:00:00	1.24126	1.24182	1.24049	1.24132	2324	0	8
2018.01.29	06:00:00	1.24131	1.24253	1.24039	1.24151	3115	0	8
2018.01.29	07:00:00	1.24149	1.24281	1.23937	1.24014	4118	0	10
2018.01.29	08:00:00	1.24014	1.24086	1.23881	1.24066	4107	0	10
2018.01.29	09:00:00	1.24066	1.24157	1.23937	1.24114	3908	0	10
2018.01.29	10:00:00	1.24115	1.24272	1.24030	1.24032	3564	0	10
2018.01.29	11:00:00	1.24031	1.24038	1.23900	1.23924	3262	0	10
2018.01.29	12:00:00	1.23924	1.24033	1.23763	1.23840	3549	0	10
2018.01.29	13:00:00	1.23839	1.23886	1.23586	1.23640	4079	0	10
2018.01.29	14:00:00	1.23640	1.23704	1.23446	1.23512	4154	0	10
2018.01.29	15:00:00	1.23510	1.23736	1.23492	1.23561	4132	0	10
2018.01.29	16:00:00	1.23560	1.23666	1.23359	1.23516	5023	0	10
2018.01.29	17:00:00	1.23516	1.23723	1.23444	1.23709	3342	0	10
2018.01.29	18:00:00	1.23710	1.23793	1.23686	1.23772	2828	0	10
2018.01.29	19:00:00	1.23772	1.23895	1.23729	1.23880	2722	0	8
2018.01.29	20:00:00	1.23881	1.23892	1.23800	1.23816	2313	0	8
2018.01.29	21:00:00	1.23814	1.23823	1.23771	1.23811	1246	0	16
2018.01.29	22:00:00	1.23809	1.23835	1.23769	1.23813	1113	0	17
2018.01.29	23:00:00	1.23813	1.23850	1.23773	1.23804	1338	0	9
2018.01.30	00:00:00	1.23805	1.23853	1.23678	1.23757	2447	0	8
2018.01.30	01:00:00	1.23757	1.23877	1.23726	1.23846	2650	0	8
2018.01.30	02:00:00	1.23842	1.23846	1.23598	1.23688	3054	0	8
2018.01.30	03:00:00	1.23687	1.23827	1.23660	1.23780	2647	0	8
2018.01.30	04:00:00	1.23781	1.23854	1.23703	1.23709	2929	0	8
2018.01.30	05:00:00	1.23707	1.23755	1.23598	1.23629	2204	0	8
2018.01.30	06:00:00	1.23630	1.23649	1.23456	1.23467	2886	0	8
2018.01.30	07:00:00	1.23472	1.23698	1.23472	1.23540	3789	0	10
2018.01.30	08:00:00	1.23546	1.23840	1.23345	1.23821	4416	0	10
2018.01.30	09:00:00	1.23821	1.24070	1.23769	1.23975	4640	0	10
2018.01.30	10:00:00	1.23971	1.24235	1.23940	1.24121	4236	0	10
2018.01.30	11:00:00	1.24121	1.24401	1.24080	1.24390	3901	0	10
2018.01.30	12:00:00	1.24387	1.24387	1.24174	1.24257	3642	0	10
2018.01.30	13:00:00	1.24260	1.24475	1.24028	1.24446	4502	0	10
2018.01.30	14:00:00	1.24445	1.24532	1.24305	1.24404	5003	0	10
2018.01.30	15:00:00	1.24406	1.24417	1.24025	1.24087	4750	0	10
2018.01.30	16:00:00	1.24087	1.24198	1.23834	1.23901	4441	0	10
2018.01.30	17:00:00	1.23900	1.24072	1.23853	1.24045	3568	0	10
2018.01.30	18:00:00	1.24047	1.24061	1.23836	1.23951	3477	0	10
2018.01.30	19:00:00	1.23952	1.24049	1.23891	1.24047	3068	0	8
2018.01.30	20:00:00	1.24045	1.24054	1.23929	1.23930	1945	0	8
2018.01.30	21:00:00	1.23932	1.24022	1.23930	1.24006	1180	0	16
2018.01.30	22:00:00	1.24004	1.24045	1.23993	1.24042	1173	0	18
2018.01.30	23:00:00	1.24042	1.24124	1.23955	1.24080	1715	0	10
2018.01.31	00:00:00	1.24079	1.24240	1.24060	1.24176	2806	0	8
2018.01.31	01:00:00	1.24173	1.24200	1.24011	1.24142	3261	0	8
2018.01.31	02:00:00	1.24140	1.24144	1.23981	1.24141	3292	0	8
2018.01.31	03:00:00	1.24138	1.24325	1.24132	1.24233	3566	0	9
2018.01.31	04:00:00	1.24234	1.24270	1.24141	1.24188	2557	0	8
2018.01.31	05:00:00	1.24189	1.24369	1.24168	1.24359	2495	0	8
2018.01.31	06:00:00	1.24360	1.24497	1.24325	1.24493	3349	0	8
2018.01.31	07:00:00	1.24487	1.24617	1.24341	1.24440	4305	0	10
2018.01.31	08:00:00	1.24439	1.24503	1.24248	1.24365	4050	0	10
2018.01.31	09:00:00	1.24368	1.24554	1.24319	1.24503	4026	0	10
2018.01.31	10:00:00	1.24509	1.24593	1.24392	1.24434	3861	0	10
2018.01.31	11:00:00	1.24433	1.24555	1.24407	1.24539	3172	0	10
2018.01.31	12:00:00	1.24541	1.24595	1.24455	1.24591	3106	0	10
2018.01.31	13:00:00	1.24593	1.24722	1.24474	1.24639	4328	0	10
2018.01.31	14:00:00	1.24640	1.24654	1.24514	1.24527	665	0	10
2018.02.02	12:00:00	1.24913	1.24913	1.24890	1.24897	28	0	11
2018.02.02	13:00:00	1.24896	1.24928	1.24847	1.24897	2994	0	10
2018.02.02	14:00:00	1.24899	1.24959	1.24374	1.24447	5160	0	10
2018.02.02	15:00:00	1.24446	1.24596	1.24268	1.24273	5166	0	10
2018.02.02	16:00:00	1.24278	1.24371	1.24083	1.24350	5028	0	10
2018.02.02	17:00:00	1.24351	1.24540	1.24351	1.24445	4618	0	10
2018.02.02	18:00:00	1.24446	1.24769	1.24446	1.24687	4312	0	10
2018.02.02	19:00:00	1.24686	1.24898	1.24668	1.24687	4155	0	10
2018.02.02	20:00:00	1.24688	1.24711	1.24481	1.24509	4233	0	8
2018.02.02	21:00:00	1.24507	1.24640	1.24486	1.24606	3763	0	8
2018.02.04	21:00:00	1.24316	1.24342	1.24249	1.24342	250	0	26
2018.02.04	22:00:00	1.24346	1.24430	1.24273	1.24301	1210	0	19
2018.02.04	23:00:00	1.24303	1.24538	1.24234	1.24459	2633	0	8
2018.02.05	00:00:00	1.24459	1.24574	1.24396	1.24572	2797	0	8
2018.02.05	01:00:00	1.24571	1.24578	1.24438	1.24536	2522	0	8
2018.02.05	02:00:00	1.24538	1.24620	1.24434	1.24607	2463	0	8
2018.02.05	03:00:00	1.24606	1.24659	1.24534	1.24542	2011	0	8
2018.02.05	04:00:00	1.24545	1.24607	1.24530	1.24585	1645	0	8
2018.02.05	05:00:00	1.24585	1.24635	1.24527	1.24600	1757	0	8
2018.02.05	06:00:00	1.24600	1.24618	1.24465	1.24524	2242	0	8
2018.02.05	07:00:00	1.24523	1.24620	1.24388	1.24391	3529	0	10
2018.02.05	08:00:00	1.24390	1.24673	1.24389	1.24616	4011	0	10
2018.02.05	09:00:00	1.24618	1.24743	1.24544	1.24599	3548	0	10
2018.02.05	10:00:00	1.24600	1.24712	1.24583	1.24617	2710	0	10
2018.02.05	11:00:00	1.24616	1.24625	1.24459	1.24473	3460	0	10
2018.02.05	12:00:00	1.24472	1.24496	1.24390	1.24401	3637	0	10
2018.02.05	13:00:00	1.24401	1.24480	1.24355	1.24371	4084	0	10
2018.02.05	14:00:00	1.24370	1.24370	1.23994	1.24066	4822	0	10
2018.02.05	15:00:00	1.24066	1.24288	1.23984	1.24196	4768	0	10
2018.02.05	16:00:00	1.24195	1.24235	1.24032	1.24158	4174	0	10
2018.02.05	17:00:00	1.24160	1.24292	1.24051	1.24281	3377	0	10
2018.02.05	18:00:00	1.24279	1.24281	1.24108	1.24205	3918	0	10
2018.02.05	19:00:00	1.24203	1.24209	1.23934	1.23980	3823	0	8
2018.02.05	20:00:00	1.23979	1.24209	1.23869	1.23869	7001	0	8
2018.02.05	21:00:00	1.23875	1.23941	1.23618	1.23632	4084	0	16
2018.02.05	22:00:00	1.23632	1.23850	1.23631	1.23740	1587	0	17
2018.02.05	23:00:00	1.23742	1.23826	1.23643	1.23655	2630	0	10
2018.02.06	00:00:00	1.23658	1.23859	1.23637	1.23825	4254	0	8
2018.02.06	01:00:00	1.23826	1.23877	1.23685	1.23745	4354	0	8
2018.02.06	02:00:00	1.23748	1.23774	1.23543	1.23705	4915	0	8
2018.02.06	03:00:00	1.23705	1.23783	1.23628	1.23663	3750	0	8
2018.02.06	04:00:00	1.23664	1.23752	1.23503	1.23557	3467	0	8
2018.02.06	05:00:00	1.23557	1.23755	1.23555	1.23751	3842	0	8
2018.02.06	06:00:00	1.23752	1.23889	1.23705	1.23813	3801	0	8
2018.02.06	07:00:00	1.23811	1.24027	1.23750	1.23954	4727	0	10
2018.02.06	08:00:00	1.23953	1.24314	1.23918	1.24167	5151	0	10
2018.02.06	09:00:00	1.24167	1.24200	1.23892	1.24024	4338	0	9
2018.02.06	10:00:00	1.24023	1.24163	1.23952	1.24082	3755	0	10
2018.02.06	11:00:00	1.24083	1.24109	1.23704	1.23722	3816	0	10
2018.02.06	12:00:00	1.23721	1.23723	1.23346	1.23394	4936	0	10
2018.02.06	13:00:00	1.23392	1.23466	1.23219	1.23429	5382	0	10
2018.02.06	14:00:00	1.23430	1.23571	1.23261	1.23354	4726	0	10
2018.02.06	15:00:00	1.23355	1.23453	1.23130	1.23438	5157	0	10
2018.02.06	16:00:00	1.23435	1.23835	1.23411	1.23800	4366	0	10
2018.02.06	17:00:00	1.23804	1.24026	1.23726	1.23903	4402	0	10
2018.02.06	18:00:00	1.23904	1.24039	1.23861	1.23981	4015	0	10
2018.02.06	19:00:00	1.23981	1.23987	1.23848	1.23910	3445	0	8
2018.02.06	20:00:00	1.23910	1.23950	1.23689	1.23701	3966	0	8
2018.02.06	21:00:00	1.23703	1.23804	1.23690	1.23764	2000	0	9
2018.02.06	22:00:00	1.23763	1.23819	1.23696	1.23798	1685	0	19
2018.02.06	23:00:00	1.23796	1.23847	1.23763	1.23799	1629	0	9
2018.02.07	00:00:00	1.23800	1.23927	1.23754	1.23860	2778	0	8
2018.02.07	01:00:00	1.23860	1.23900	1.23776	1.23886	2424	0	8
2018.02.07	02:00:00	1.23887	1.23897	1.23780	1.23831	2088	0	8
2018.02.07	03:00:00	1.23831	1.23920	1.23831	1.23851	2298	0	8
2018.02.07	04:00:00	1.23851	1.23924	1.23825	1.23877	1594	0	7
2018.02.07	05:00:00	1.23876	1.23913	1.23832	1.23904	1674	0	8
2018.02.07	06:00:00	1.23900	1.23972	1.23767	1.23953	2691	0	8
2018.02.07	07:00:00	1.23952	1.24049	1.23805	1.23821	3809	0	10
2018.02.07	08:00:00	1.23824	1.23876	1.23621	1.23771	4442	0	10
2018.02.07	09:00:00	1.23773	1.23810	1.23494	1.23498	3826	0	10
2018.02.07	10:00:00	1.23500	1.23519	1.23370	1.23382	3398	0	10
2018.02.07	11:00:00	1.23383	1.23541	1.23376	1.23493	3227	0	10
2018.02.07	12:00:00	1.23492	1.23503	1.23335	1.23418	3281	0	10
2018.02.07	13:00:00	1.23423	1.23452	1.23330	1.23367	3580	0	10
2018.02.07	14:00:00	1.23368	1.23444	1.23232	1.23416	3989	0	10
2018.02.07	15:00:00	1.23418	1.23431	1.22844	1.22923	5082	0	10
2018.02.07	16:00:00	1.22925	1.23040	1.22774	1.22806	4677	0	10
2018.02.07	17:00:00	1.22805	1.22806	1.22547	1.22690	4337	0	10
2018.02.07	18:00:00	1.22692	1.22712	1.22449	1.22600	4061	0	10
2018.02.07	19:00:00	1.22599	1.22816	1.22530	1.22759	3578	0	8
2018.02.07	20:00:00	1.22759	1.22796	1.22572	1.22595	3663	0	8
2018.02.07	21:00:00	1.22598	1.22712	1.22589	1.22621	2244	0	13
2018.02.07	22:00:00	1.22622	1.22626	1.22507	1.22528	1593	0	18
2018.02.07	23:00:00	1.22527	1.22696	1.22527	1.22695	1762	0	10
2018.02.08	00:00:00	1.22695	1.22762	1.22656	1.22718	2775	0	8
2018.02.08	01:00:00	1.22717	1.22794	1.22651	1.22715	2850	0	8
2018.02.08	02:00:00	1.22714	1.22796	1.22685	1.22739	2350	0	8
2018.02.08	03:00:00	1.22741	1.22861	1.22729	1.22746	2582	0	8
2018.02.08	04:00:00	1.22745	1.22763	1.22541	1.22582	2880	0	8
2018.02.08	05:00:00	1.22582	1.22756	1.22573	1.22742	3074	0	8
2018.02.08	06:00:00	1.22743	1.22824	1.22618	1.22634	3040	0	8
2018.02.08	07:00:00	1.22634	1.22940	1.22629	1.22673	4490	0	10
2018.02.08	08:00:00	1.22672	1.22700	1.22352	1.22405	4464	0	10
2018.02.08	09:00:00	1.22406	1.22414	1.22245	1.22300	3783	0	10
2018.02.08	10:00:00	1.22301	1.22474	1.22261	1.22464	3628	0	10
2018.02.08	11:00:00	1.22466	1.22466	1.22318	1.22325	3352	0	10
2018.02.08	12:00:00	1.22325	1.22507	1.22116	1.22354	4977	0	10
2018.02.08	13:00:00	1.22356	1.22758	1.22336	1.22747	5122	0	10
2018.02.08	14:00:00	1.22749	1.22943	1.22718	1.22765	4849	0	10
2018.02.08	15:00:00	1.22765	1.22786	1.22440	1.22597	5161	0	10
2018.02.08	16:00:00	1.22596	1.22656	1.22345	1.22384	5510	0	10
2018.02.08	17:00:00	1.22384	1.22540	1.22318	1.22495	5438	0	10
2018.02.08	18:00:00	1.22496	1.22718	1.22440	1.22660	5253	0	10
2018.02.08	19:00:00	1.22661	1.22721	1.22592	1.22632	3819	0	8
2018.02.08	20:00:00	1.22635	1.22643	1.22410	1.22423	3738	0	8
2018.02.08	21:00:00	1.22422	1.22512	1.22412	1.22461	1711	0	8
2018.02.08	22:00:00	1.22459	1.22497	1.22422	1.22465	901	0	18
2018.02.08	23:00:00	1.22474	1.22627	1.22460	1.22602	1980	0	9
2018.02.09	00:00:00	1.22602	1.22622	1.22480	1.22542	2766	0	8
2018.02.09	01:00:00	1.22542	1.22630	1.22496	1.22515	3254	0	8
2018.02.09	02:00:00	1.22517	1.22558	1.22397	1.22547	3349	0	8
2018.02.09	03:00:00	1.22547	1.22612	1.22529	1.22567	2871	0	8
2018.02.09	04:00:00	1.22566	1.22580	1.22513	1.22533	1650	0	8
2018.02.09	05:00:00	1.22533	1.22614	1.22472	1.22571	2127	0	8
2018.02.09	06:00:00	1.22570	1.22677	1.22514	1.22651	2601	0	8
2018.02.09	07:00:00	1.22647	1.22863	1.22620	1.22833	4363	0	10
2018.02.09	08:00:00	1.22832	1.22832	1.22584	1.22698	4257	0	10
2018.02.09	09:00:00	1.22701	1.22733	1.22544	1.22641	3908	0	10
2018.02.09	10:00:00	1.22640	1.22695	1.22491	1.22574	3634	0	10
2018.02.09	11:00:00	1.22573	1.22588	1.22330	1.22402	3539	0	10
2018.02.09	12:00:00	1.22401	1.22501	1.22264	1.22472	3991	0	10
2018.02.09	13:00:00	1.22473	1.22788	1.22464	1.22761	5131	0	10
2018.02.09	14:00:00	1.22760	1.22760	1.22485	1.22567	4860	0	10
2018.02.09	15:00:00	1.22566	1.22602	1.22350	1.22481	4975	0	10
2018.02.09	16:00:00	1.22478	1.22479	1.22241	1.22254	5140	0	10
2018.02.09	17:00:00	1.22253	1.22272	1.22051	1.22136	4832	0	10
2018.02.09	18:00:00	1.22137	1.22360	1.22093	1.22285	4461	0	10
2018.02.09	19:00:00	1.22286	1.22365	1.22239	1.22307	4625	0	8
2018.02.09	20:00:00	1.22306	1.22441	1.22290	1.22339	4279	0	8
2018.02.09	21:00:00	1.22343	1.22525	1.22315	1.22507	2129	0	16
2018.02.11	21:00:00	1.22443	1.22496	1.22435	1.22472	62	0	32
2018.02.11	22:00:00	1.22472	1.22514	1.22411	1.22513	753	0	18
2018.02.11	23:00:00	1.22513	1.22519	1.22430	1.22518	1652	0	10
2018.02.12	00:00:00	1.22517	1.22637	1.22511	1.22624	2060	0	8
2018.02.12	01:00:00	1.22624	1.22797	1.22609	1.22714	2401	0	8
2018.02.12	02:00:00	1.22712	1.22842	1.22695	1.22835	1842	0	8
2018.02.12	03:00:00	1.22836	1.22893	1.22777	1.22863	1672	0	8
2018.02.12	04:00:00	1.22862	1.22964	1.22800	1.22864	1640	0	8
2018.02.12	05:00:00	1.22864	1.22866	1.22773	1.22822	1568	0	8
2018.02.12	06:00:00	1.22824	1.22909	1.22772	1.22897	2296	0	8
2018.02.12	07:00:00	1.22897	1.22951	1.22686	1.22691	3844	0	10
2018.02.12	08:00:00	1.22690	1.22817	1.22604	1.22716	3912	0	10
2018.02.12	09:00:00	1.22720	1.22810	1.22630	1.22631	3402	0	10
2018.02.12	10:00:00	1.22632	1.22747	1.22580	1.22676	2715	0	10
2018.02.12	11:00:00	1.22676	1.22747	1.22625	1.22691	2437	0	10
2018.02.12	12:00:00	1.22691	1.22694	1.22530	1.22617	2908	0	10
2018.02.12	13:00:00	1.22620	1.22671	1.22345	1.22424	3495	0	10
2018.02.12	14:00:00	1.22425	1.22641	1.22368	1.22619	4028	0	10
2018.02.12	15:00:00	1.22620	1.22793	1.22506	1.22766	4206	0	10
2018.02.12	16:00:00	1.22765	1.22816	1.22638	1.22664	3704	0	10
2018.02.12	17:00:00	1.22662	1.22767	1.22603	1.22745	3054	0	10
2018.02.12	18:00:00	1.22744	1.22893	1.22743	1.22821	2816	0	10
2018.02.12	19:00:00	1.22822	1.22871	1.22787	1.22821	2086	0	8
2018.02.12	20:00:00	1.22820	1.22965	1.22813	1.22900	2734	0	8
2018.02.12	21:00:00	1.22899	1.22937	1.22871	1.22904	1369	0	7
2018.02.12	22:00:00	1.22901	1.22906	1.22848	1.22899	809	0	18
2018.02.12	23:00:00	1.22900	1.23062	1.22897	1.23002	1638	0	9
2018.02.13	00:00:00	1.23000	1.23008	1.22847	1.22859	2173	0	7
2018.02.13	01:00:00	1.22858	1.22958	1.22850	1.22934	1959	0	8
2018.02.13	02:00:00	1.22935	1.22943	1.22840	1.22897	1711	0	8
2018.02.13	03:00:00	1.22898	1.22966	1.22868	1.22915	1714	0	8
2018.02.13	04:00:00	1.22914	1.23044	1.22911	1.23039	1930	0	8
2018.02.13	05:00:00	1.23039	1.23150	1.22989	1.23131	2306	0	8
2018.02.13	06:00:00	1.23130	1.23244	1.23128	1.23165	2823	0	8
2018.02.13	07:00:00	1.23164	1.23312	1.23090	1.23157	4076	0	10
2018.02.13	08:00:00	1.23157	1.23371	1.23094	1.23205	3817	0	10
2018.02.13	09:00:00	1.23206	1.23316	1.23128	1.23128	3474	0	10
2018.02.13	10:00:00	1.23128	1.23497	1.23117	1.23483	3365	0	10
2018.02.13	11:00:00	1.23485	1.23507	1.23387	1.23387	2754	0	10
2018.02.13	12:00:00	1.23385	1.23553	1.23380	1.23397	2934	0	10
2018.02.13	13:00:00	1.23397	1.23455	1.23258	1.23426	3444	0	10
2018.02.13	14:00:00	1.23427	1.23668	1.23422	1.23649	4013	0	10
2018.02.13	15:00:00	1.23649	1.23704	1.23493	1.23574	4204	0	10
2018.02.13	16:00:00	1.23575	1.23677	1.23532	1.23623	3768	0	10
2018.02.13	17:00:00	1.23623	1.23671	1.23491	1.23524	2804	0	10
2018.02.13	18:00:00	1.23527	1.23601	1.23446	1.23471	2383	0	10
2018.02.13	19:00:00	1.23470	1.23544	1.23441	1.23542	1919	0	8
2018.02.13	20:00:00	1.23542	1.23652	1.23542	1.23551	2414	0	8
2018.02.13	21:00:00	1.23550	1.23586	1.23465	1.23501	1329	0	8
2018.02.13	22:00:00	1.23500	1.23539	1.23465	1.23492	1417	0	17
2018.02.13	23:00:00	1.23491	1.23539	1.23464	1.23533	1039	0	10
2018.02.14	00:00:00	1.23532	1.23613	1.23512	1.23517	1681	0	8
2018.02.14	01:00:00	1.23517	1.23616	1.23507	1.23539	2046	0	8
2018.02.14	02:00:00	1.23538	1.23799	1.23537	1.23799	2738	0	8
2018.02.14	03:00:00	1.23798	1.23919	1.23768	1.23892	3016	0	8
2018.02.14	04:00:00	1.23892	1.23918	1.23745	1.23765	2458	0	8
2018.02.14	05:00:00	1.23767	1.23857	1.23726	1.23778	2191	0	8
2018.02.14	06:00:00	1.23777	1.23795	1.23671	1.23728	2085	0	8
2018.02.14	07:00:00	1.23729	1.23779	1.23636	1.23723	3256	0	10
2018.02.14	08:00:00	1.23723	1.23851	1.23600	1.23654	3180	0	10
2018.02.14	09:00:00	1.23653	1.23670	1.23501	1.23521	2980	0	10
2018.02.14	10:00:00	1.23522	1.23570	1.23454	1.23560	2640	0	10
2018.02.14	11:00:00	1.23560	1.23568	1.23414	1.23418	2590	0	10
2018.02.14	12:00:00	1.23419	1.23507	1.23394	1.23428	2362	0	10
2018.02.14	13:00:00	1.23427	1.23504	1.22753	1.23034	5733	0	10
2018.02.14	14:00:00	1.23037	1.23295	1.23005	1.23219	5408	0	10
2018.02.14	15:00:00	1.23218	1.24061	1.23217	1.24020	6492	0	10
2018.02.14	16:00:00	1.24023	1.24153	1.23912	1.23940	5247	0	10
2018.02.14	17:00:00	1.23940	1.24197	1.23842	1.24171	4226	0	10
2018.02.14	18:00:00	1.24172	1.24415	1.24157	1.24238	4011	0	10
2018.02.14	19:00:00	1.24237	1.24413	1.24219	1.24362	3461	0	8
2018.02.14	20:00:00	1.24363	1.24634	1.24334	1.24632	3569	0	8
2018.02.14	21:00:00	1.24626	1.24639	1.24466	1.24489	1846	0	16
2018.02.14	22:00:00	1.24491	1.24596	1.24484	1.24523	1318	0	19
2018.02.14	23:00:00	1.24524	1.24688	1.24489	1.24678	1957	0	9
2018.02.15	00:00:00	1.24677	1.24692	1.24475	1.24532	2778	0	9
2018.02.15	01:00:00	1.24528	1.24727	1.24518	1.24603	2951	0	8
2018.02.15	02:00:00	1.24603	1.24677	1.24537	1.24573	2381	0	8
2018.02.15	03:00:00	1.24574	1.24603	1.24514	1.24589	1858	0	8
2018.02.15	04:00:00	1.24589	1.24669	1.24547	1.24561	2179	0	8
2018.02.15	05:00:00	1.24560	1.24670	1.24541	1.24655	1734	0	8
2018.02.15	06:00:00	1.24654	1.24730	1.24601	1.24669	2562	0	8
2018.02.15	07:00:00	1.24671	1.25097	1.24662	1.24997	4953	0	10
2018.02.15	08:00:00	1.24996	1.25032	1.24837	1.24910	4310	0	10
2018.02.15	09:00:00	1.24910	1.24995	1.24829	1.24865	3402	0	10
2018.02.15	10:00:00	1.24866	1.24897	1.24754	1.24802	2813	0	10
2018.02.15	11:00:00	1.24802	1.24867	1.24645	1.24712	3287	0	10
2018.02.15	12:00:00	1.24713	1.24864	1.24601	1.24752	3479	0	10
2018.02.15	13:00:00	1.24753	1.24942	1.24621	1.24732	4577	0	10
2018.02.15	14:00:00	1.24735	1.24977	1.24677	1.24976	4361	0	10
2018.02.15	15:00:00	1.24978	1.25050	1.24737	1.24769	5146	0	10
2018.02.15	16:00:00	1.24768	1.24918	1.24712	1.24818	4177	0	10
2018.02.15	17:00:00	1.24817	1.24841	1.24567	1.24708	4018	0	10
2018.02.15	18:00:00	1.24708	1.24957	1.24699	1.24928	3286	0	10
2018.02.15	19:00:00	1.24928	1.25074	1.24908	1.25069	2766	0	8
2018.02.15	20:00:00	1.25070	1.25083	1.25019	1.25039	2427	0	8
2018.02.15	21:00:00	1.25037	1.25078	1.24945	1.25035	1441	0	15
2018.02.15	22:00:00	1.25033	1.25037	1.24968	1.24995	1491	0	18
2018.02.15	23:00:00	1.24997	1.25063	1.24956	1.25024	1258	0	10
2018.02.16	00:00:00	1.25023	1.25073	1.24965	1.25047	1783	0	9
2018.02.16	01:00:00	1.25044	1.25142	1.25033	1.25129	1650	0	8
2018.02.16	02:00:00	1.25131	1.25446	1.25067	1.25382	3120	0	8
2018.02.16	03:00:00	1.25383	1.25406	1.25265	1.25389	1875	0	8
2018.02.16	04:00:00	1.25388	1.25546	1.25339	1.25479	3219	0	8
2018.02.16	05:00:00	1.25478	1.25540	1.25428	1.25485	2049	0	8
2018.02.16	06:00:00	1.25483	1.25483	1.25350	1.25378	2180	0	8
2018.02.16	07:00:00	1.25375	1.25443	1.25260	1.25284	3573	0	10
2018.02.16	08:00:00	1.25285	1.25379	1.25227	1.25337	4144	0	10
2018.02.16	09:00:00	1.25336	1.25410	1.25258	1.25268	3577	0	10
2018.02.16	10:00:00	1.25269	1.25284	1.24841	1.24871	3885	0	10
2018.02.16	11:00:00	1.24871	1.24882	1.24737	1.24818	3459	0	10
2018.02.16	12:00:00	1.24818	1.24837	1.24594	1.24732	3808	0	10
2018.02.16	13:00:00	1.24730	1.24737	1.24494	1.24519	4590	0	10
2018.02.16	14:00:00	1.24520	1.24526	1.24283	1.24440	4842	0	10
2018.02.16	15:00:00	1.24442	1.24594	1.24323	1.24471	4574	0	10
2018.02.16	16:00:00	1.24471	1.24591	1.24400	1.24400	4019	0	10
