<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.02.08	1.22695	1.22943	1.22116	1.22602	87727	0	8
2018.02.09	1.22602	1.22863	1.22051	1.22507	82742	0	8
2018.02.11	1.22443	1.22519	1.22411	1.22518	2467	0	10
2018.02.12	1.22517	1.23062	1.22345	1.23002	62636	0	7
2018.02.13	1.23000	1.23704	1.22840	1.23533	63770	0	7
2018.02.14	1.23532	1.24688	1.22753	1.24678	76491	0	8
2018.02.15	1.24677	1.25097	1.24475	1.25024	73635	0	8
2018.02.16	1.25023	1.25546	1.23922	1.24047	69575	0	8
2018.02.18	1.23986	1.24191	1.23982	1.24112	2202	0	10
2018.02.19	1.24112	1.24345	1.23686	1.23997	52262	0	8
2018.02.20	1.23995	1.24099	1.23194	1.23350	65197	0	7
2018.02.21	1.23349	1.23591	1.22722	1.22800	70798	0	7
2018.02.22	1.22801	1.23514	1.22592	1.23252	65057	0	7
2018.02.23	1.23251	1.23311	1.22793	1.22940	59372	0	6
2018.02.25	1.22876	1.22986	1.22800	1.22878	3369	0	10
2018.02.26	1.22879	1.23540	1.22770	1.23146	71344	0	5
2018.02.27	1.23146	1.23456	1.22209	1.22252	76936	0	5
2018.02.28	1.22253	1.22407	1.21870	1.21912	77588	0	5
2018.03.01	1.21911	1.22740	1.21543	1.22705	81710	0	5
2018.03.02	1.22705	1.23352	1.22510	1.23182	77047	0	6
2018.03.04	1.23539	1.23628	1.22986	1.23175	6638	0	10
2018.03.05	1.23173	1.23483	1.22683	1.23358	75783	0	5
2018.03.06	1.23359	1.24277	1.23276	1.24152	78837	0	5
2018.03.07	1.24152	1.24441	1.23844	1.24117	79872	0	5
2018.03.08	1.24118	1.24454	1.22975	1.23064	82547	0	6
2018.03.09	1.23063	1.23336	1.22725	1.23034	71725	0	6
2018.03.11	1.23095	1.23124	1.23050	1.23080	3029	0	8
2018.03.12	1.23079	1.23450	1.22898	1.23380	62055	0	5
2018.03.13	1.23378	1.24068	1.23140	1.23925	70374	0	5
2018.03.14	1.23925	1.24122	1.23467	1.23743	71035	0	6
2018.03.15	1.23741	1.23830	1.22996	1.23058	71234	0	5
2018.03.16	1.23058	1.23355	1.22598	1.22885	61588	0	5
2018.03.18	1.22793	1.22913	1.22793	1.22802	3488	0	7
2018.03.19	1.22802	1.23580	1.22575	1.23362	74543	0	5
2018.03.20	1.23362	1.23538	1.22376	1.22478	72761	0	5
2018.03.21	1.22477	1.23492	1.22462	1.23460	77152	0	5
2018.03.22	1.23459	1.23875	1.22851	1.23236	82457	0	5
2018.03.23	1.23236	1.23726	1.23162	1.23530	72516	0	5
2018.03.25	1.23488	1.23669	1.23488	1.23537	3301	0	11
2018.03.26	1.23537	1.24610	1.23514	1.24568	73932	0	5
2018.03.27	1.24568	1.24756	1.23721	1.24083	75473	0	5
2018.03.28	1.24082	1.24211	1.22996	1.23118	77466	0	5
2018.03.29	1.23119	1.23346	1.22834	1.23016	71755	0	5
2018.03.30	1.23014	1.23300	1.22890	1.23198	31028	0	9
2018.04.01	1.23188	1.23229	1.23120	1.23121	3262	0	10
2018.04.02	1.23121	1.23443	1.22810	1.22928	49368	0	5
2018.04.03	1.22926	1.23354	1.22533	1.22776	69483	0	5
2018.04.04	1.22777	1.23134	1.22566	1.22866	67822	0	5
2018.04.05	1.22867	1.22893	1.22177	1.22482	67072	0	5
2018.04.06	1.22483	1.22900	1.22148	1.22806	72711	0	5
2018.04.08	1.22825	1.22825	1.22647	1.22705	4285	0	6
2018.04.09	1.22704	1.23299	1.22600	1.23202	72501	0	5
2018.04.10	1.23202	1.23768	1.23024	1.23624	76098	0	5
2018.04.11	1.23624	1.23948	1.23466	1.23714	73587	0	5
2018.04.12	1.23714	1.23791	1.22990	1.23290	69856	0	5
2018.04.13	1.23288	1.23453	1.23065	1.23288	63214	0	5
2018.04.15	1.23286	1.23360	1.23219	1.23311	3565	0	7
2018.04.16	1.23312	1.23931	1.23238	1.23833	64211	0	5
2018.04.17	1.23832	1.24130	1.23357	1.23722	65473	0	5
2018.04.18	1.23722	1.23966	1.23415	1.23782	70367	0	5
2018.04.19	1.23782	1.23995	1.23285	1.23426	72915	0	5
2018.04.20	1.23427	1.23522	1.22493	1.22855	65141	0	5
2018.04.22	1.22696	1.22868	1.22696	1.22734	4010	0	8
2018.04.23	1.22735	1.22889	1.21973	1.22089	70136	0	5
2018.04.24	1.22090	1.22442	1.21814	1.22365	70571	0	5
2018.04.25	1.22365	1.22365	1.21582	1.21697	70918	0	5
2018.04.26	1.21695	1.22090	1.20957	1.21076	75333	0	5
2018.04.27	1.21078	1.21324	1.20551	1.21291	69794	0	5
2018.04.29	1.21215	1.21283	1.21177	1.21217	3488	0	9
2018.04.30	1.21220	1.21383	1.20641	1.20808	73492	0	5
2018.05.01	1.20809	1.20824	1.19809	1.19900	68304	0	5
2018.05.02	1.19903	1.20312	1.19375	1.19496	85999	0	5
2018.05.03	1.19494	1.20082	1.19470	1.19878	84515	0	5
2018.05.04	1.19879	1.19947	1.19101	1.19571	67817	0	6
2018.05.06	1.19557	1.19630	1.19532	1.19537	3714	0	12
2018.05.07	1.19539	1.19770	1.18971	1.19323	68391	0	5
2018.05.08	1.19324	1.19375	1.18376	1.18667	78229	0	5
2018.05.09	1.18668	1.18963	1.18222	1.18464	77822	0	5
2018.05.10	1.18463	1.19458	1.18431	1.19134	82366	0	6
2018.05.11	1.19133	1.19672	1.18909	1.19377	67962	0	5
2018.05.13	1.19384	1.19540	1.19378	1.19521	3867	0	8
2018.05.14	1.19517	1.19957	1.19203	1.19308	73048	0	5
2018.05.15	1.19306	1.19374	1.18154	1.18195	81406	0	5
2018.05.16	1.18197	1.18535	1.17629	1.18142	84117	0	5
2018.05.17	1.18139	1.18360	1.17757	1.17897	80322	0	5
2018.05.18	1.17897	1.18216	1.17493	1.17682	67066	0	5
2018.05.20	1.17685	1.17730	1.17585	1.17648	4072	0	7
2018.05.21	1.17647	1.17954	1.17160	1.17894	71571	0	5
2018.05.22	1.17891	1.18290	1.17563	1.17874	73716	0	5
2018.05.23	1.17871	1.17876	1.16753	1.17089	89384	0	5
2018.05.24	1.17088	1.17496	1.16896	1.17217	81924	0	5
2018.05.25	1.17216	1.17326	1.16451	1.16460	74703	0	5
2018.05.27	1.16826	1.16898	1.16731	1.16880	6354	0	7
2018.05.28	1.16877	1.17279	1.16070	1.16257	66753	0	6
2018.05.29	1.16256	1.16389	1.15094	1.15361	93634	0	5
2018.05.30	1.15366	1.16748	1.15173	1.16642	90759	0	6
2018.05.31	1.16641	1.17236	1.16408	1.16911	86424	0	6
2018.06.01	1.16910	1.17173	1.16165	1.16557	76051	0	6
2018.06.03	1.16563	1.16680	1.16560	1.16673	3275	0	8
2018.06.04	1.16669	1.17439	1.16657	1.16991	74093	0	5
2018.06.05	1.16990	1.17315	1.16521	1.17253	77797	0	6
2018.06.06	1.17250	1.17951	1.17135	1.17803	73061	0	6
2018.06.07	1.17804	1.18393	1.17803	1.17924	61672	0	6
2018.06.08	1.17922	1.18098	1.17261	1.17658	49742	0	7
2018.06.10	1.17709	1.17851	1.17683	1.17839	1903	0	10
2018.06.11	1.17834	1.18200	1.17690	1.17721	45657	0	6
2018.06.12	1.17719	1.18083	1.17329	1.17470	51547	0	7
2018.06.13	1.17470	1.18029	1.17248	1.18029	49608	0	9
2018.06.14	1.18029	1.18507	1.15585	1.15632	62327	0	9
2018.06.15	1.15628	1.16264	1.15430	1.16040	53501	0	9
2018.06.17	1.15845	1.15995	1.15840	1.15925	2226	0	10
2018.06.18	1.15925	1.16380	1.15649	1.16293	44092	0	9
2018.06.19	1.16293	1.16434	1.15304	1.15876	57461	0	9
2018.06.20	1.15877	1.15994	1.15364	1.15769	50706	0	9
2018.06.21	1.15767	1.16323	1.15078	1.16038	60408	0	9
2018.06.22	1.16036	1.16744	1.15999	1.16544	52948	0	9
2018.06.24	1.16605	1.16713	1.16569	1.16598	2834	0	10
2018.06.25	1.16596	1.17124	1.16283	1.17001	55283	0	9
2018.06.26	1.17001	1.17193	1.16344	1.16487	58248	0	9
2018.06.27	1.16487	1.16715	1.15402	1.15623	64447	0	9
2018.06.28	1.15622	1.15997	1.15260	1.15629	63198	0	9
2018.06.29	1.15628	1.16896	1.15626	1.16818	65628	0	9
2018.07.01	1.16735	1.16895	1.16600	1.16783	4844	0	9
2018.07.02	1.16780	1.16780	1.15906	1.16412	53876	0	6
2018.07.03	1.16411	1.16723	1.16199	1.16587	54975	0	6
2018.07.04	1.16584	1.16808	1.16302	1.16597	44315	0	6
2018.07.05	1.16598	1.17192	1.16489	1.16915	58500	0	6
2018.07.06	1.16914	1.17669	1.16793	1.17431	50846	0	6
2018.07.08	1.17372	1.17529	1.17372	1.17514	2840	0	8
2018.07.09	1.17512	1.17901	1.17322	1.17556	50413	0	7
2018.07.10	1.17555	1.17618	1.16899	1.17278	53034	0	6
2018.07.11	1.17277	1.17574	1.16651	1.16744	62647	0	6
2018.07.12	1.16746	1.16950	1.16493	1.16632	53264	0	9
2018.07.13	1.16633	1.16860	1.16126	1.16824	48413	0	9
2018.07.15	1.16877	1.16896	1.16756	1.16778	2017	0	12
2018.07.16	1.16779	1.17248	1.16750	1.17087	37639	0	9
2018.07.17	1.17086	1.17441	1.16462	1.16525	42957	0	9
2018.07.18	1.16528	1.16639	1.16016	1.16444	41484	0	9
2018.07.19	1.16443	1.16779	1.15740	1.16530	50524	0	9
2018.07.20	1.16529	1.17381	1.16252	1.17176	49867	0	9
2018.07.22	1.17232	1.17439	1.17215	1.17401	2879	0	11
2018.07.23	1.17399	1.17491	1.16831	1.16931	41535	0	9
2018.07.24	1.16931	1.17164	1.16541	1.16840	43255	0	9
2018.07.25	1.16843	1.17379	1.16638	1.17373	45768	0	9
2018.07.26	1.17374	1.17428	1.16348	1.16431	43933	0	9
2018.07.27	1.16432	1.16637	1.16200	1.16530	37101	0	9
2018.07.29	1.16532	1.16595	1.16514	1.16588	2260	0	12
2018.07.30	1.16587	1.17181	1.16474	1.17067	32916	0	9
2018.07.31	1.17067	1.17452	1.16806	1.16885	41801	0	9
2018.08.01	1.16885	1.16989	1.16556	1.16626	38304	0	9
2018.08.02	1.16627	1.16669	1.15791	1.15845	39456	0	9
2018.08.03	1.15843	1.16099	1.15598	1.15658	38248	0	9
2018.08.05	1.15681	1.15686	1.15576	1.15609	2642	0	10
2018.08.06	1.15608	1.15697	1.15295	1.15574	34216	0	9
2018.08.07	1.15573	1.16077	1.15510	1.16025	34228	0	9
2018.08.08	1.16024	1.16272	1.15727	1.16086	34572	0	9
2018.08.09	1.16087	1.16185	1.15141	1.15236	39239	0	9
2018.08.10	1.15234	1.15357	1.13876	1.14085	55523	0	9
2018.08.12	1.13946	1.14070	1.13688	1.13941	3234	0	9
2018.08.13	1.13941	1.14322	1.13643	1.13999	53409	0	9
2018.08.14	1.13998	1.14289	1.13297	1.13462	46548	0	9
2018.08.15	1.13460	1.13542	1.13005	1.13413	47575	0	9
2018.08.16	1.13411	1.14085	1.13353	1.13713	47399	0	9
2018.08.17	1.13713	1.14442	1.13657	1.14368	40443	0	9
2018.08.19	1.14390	1.14390	1.14333	1.14372	2605	0	12
2018.08.20	1.14371	1.14914	1.13939	1.14913	39025	0	9
2018.08.21	1.14912	1.16004	1.14847	1.15753	48876	0	9
2018.08.22	1.15754	1.16223	1.15529	1.15854	44311	0	9
2018.08.23	1.15851	1.15901	1.15295	1.15414	44527	0	9
2018.08.24	1.15413	1.16391	1.15376	1.16199	41650	0	9
2018.08.26	1.16156	1.16469	1.16151	1.16446	2880	0	9
2018.08.27	1.16445	1.16928	1.15935	1.16835	33778	0	9
2018.08.28	1.16835	1.17328	1.16620	1.16929	43945	0	9
2018.08.29	1.16929	1.17094	1.16515	1.17090	45501	0	6
2018.08.30	1.17090	1.17176	1.16412	1.16650	47338	0	6
2018.08.31	1.16649	1.16892	1.15841	1.15994	47467	0	7
2018.09.02	1.15959	1.16007	1.15910	1.15979	2666	0	7
2018.09.03	1.15976	1.16268	1.15882	1.16135	25464	0	6
2018.09.04	1.16134	1.16136	1.15297	1.15866	44752	0	6
2018.09.05	1.15865	1.16389	1.15402	1.16341	47494	0	6
2018.09.06	1.16341	1.16577	1.16046	1.16192	46595	0	6
2018.09.07	1.16194	1.16488	1.15501	1.15528	46305	0	6
2018.09.09	1.15490	1.15604	1.15455	1.15602	2401	0	8
2018.09.10	1.15601	1.16154	1.15250	1.15931	37934	0	6
2018.09.11	1.15930	1.16434	1.15651	1.15953	40787	0	7
2018.09.12	1.15950	1.16489	1.15685	1.16250	42541	0	6
2018.09.13	1.16247	1.17004	1.16086	1.16908	41640	0	6
2018.09.14	1.16907	1.17210	1.16201	1.16211	43385	0	6
2018.09.16	1.16196	1.16290	1.16196	1.16230	2363	0	7
2018.09.17	1.16230	1.16976	1.16176	1.16684	41661	0	6
2018.09.18	1.16682	1.17236	1.16519	1.16772	51065	0	6
2018.09.19	1.16772	1.17143	1.16497	1.16736	49998	0	6
2018.09.20	1.16736	1.17840	1.16714	1.17753	48903	0	6
2018.09.21	1.17752	1.18019	1.17325	1.17464	45696	0	6
2018.09.23	1.17444	1.17490	1.17382	1.17481	1915	0	8
2018.09.24	1.17479	1.18145	1.17235	1.17520	45392	0	6
2018.09.25	1.17520	1.17918	1.17304	1.17624	47602	0	6
2018.09.26	1.17623	1.17969	1.17256	1.17466	49944	0	4
2018.09.27	1.17464	1.17565	1.16333	1.16356	52647	0	4
2018.09.28	1.16356	1.16508	1.15694	1.16038	47638	0	4
2018.09.30	1.16060	1.16154	1.16038	1.16048	1541	0	4
2018.10.01	1.16048	1.16241	1.15628	1.15766	44515	0	3
2018.10.02	1.15766	1.15796	1.15042	1.15499	48535	0	3
2018.10.03	1.15498	1.15922	1.14636	1.14760	54989	0	3
2018.10.04	1.14760	1.15419	1.14622	1.15170	50222	0	4
2018.10.05	1.15169	1.15488	1.14832	1.15193	49600	0	5
2018.10.07	1.15197	1.15261	1.15195	1.15235	1644	0	6
2018.10.08	1.15234	1.15290	1.14594	1.14937	42163	0	4
2018.10.09	1.14936	1.15073	1.14317	1.15043	51776	0	4
2018.10.10	1.15042	1.15445	1.14794	1.15327	50793	0	4
2018.10.11	1.15326	1.15984	1.15306	1.15895	61462	0	6
2018.10.12	1.15893	1.16099	1.15336	1.15591	49717	0	5
2018.10.14	1.15524	1.15526	1.15412	1.15500	2057	0	8
2018.10.15	1.15500	1.16055	1.15425	1.15826	45942	0	4
2018.10.16	1.15823	1.16205	1.15655	1.15759	47159	0	5
2018.10.17	1.15759	1.15798	1.14950	1.15008	50642	0	5
2018.10.18	1.15007	1.15267	1.14490	1.14537	52025	0	5
2018.10.19	1.14536	1.15337	1.14327	1.15131	50569	0	4
2018.10.21	1.15126	1.15161	1.15079	1.15100	1920	0	8
2018.10.22	1.15101	1.15495	1.14554	1.14640	46351	0	5
2018.10.23	1.14641	1.14925	1.14390	1.14703	51687	0	4
2018.10.24	1.14702	1.14758	1.13777	1.13985	53179	0	4
2018.10.25	1.13984	1.14318	1.13551	1.13748	51992	0	4
2018.10.26	1.13748	1.14202	1.13351	1.14029	52666	0	3
2018.10.28	1.13945	1.14028	1.13908	1.13975	2394	0	6
2018.10.29	1.13975	1.14158	1.13601	1.13752	50132	0	4
2018.10.30	1.13750	1.13873	1.13399	1.13449	46735	0	3
2018.10.31	1.13448	1.13596	1.13005	1.13143	49244	0	4
2018.11.01	1.13142	1.14235	1.13121	1.14024	52204	0	3
2018.11.02	1.14024	1.14552	1.13721	1.13874	50521	0	3
2018.11.04	1.13869	1.13989	1.13865	1.13972	1435	0	4
2018.11.05	1.13970	1.14234	1.13523	1.14079	46069	0	4
2018.11.06	1.14080	1.14372	1.13911	1.14357	45622	0	5
2018.11.07	1.14358	1.14991	1.13937	1.14323	61177	0	4
2018.11.08	1.14322	1.14458	1.13514	1.13677	52917	0	5
2018.11.09	1.13677	1.13679	1.13157	1.13349	50630	0	5
2018.11.11	1.13171	1.13249	1.13121	1.13234	2352	0	10
2018.11.12	1.13234	1.13299	1.12137	1.12232	50020	0	4
2018.11.13	1.12232	1.13157	1.12211	1.13115	56454	0	4
2018.11.14	1.13115	1.13458	1.12627	1.13119	60885	0	3
2018.11.15	1.13119	1.13614	1.12695	1.13242	61427	0	4
2018.11.16	1.13242	1.14196	1.13212	1.14170	50896	0	4
2018.11.18	1.14017	1.14193	1.13998	1.14133	2002	0	7
2018.11.19	1.14133	1.14637	1.13936	1.14539	45374	0	3
2018.11.20	1.14538	1.14718	1.13583	1.13715	50083	0	3
2018.11.21	1.13715	1.14240	1.13650	1.13873	50061	0	4
2018.11.22	1.13873	1.14332	1.13848	1.14023	37801	0	4
2018.11.23	1.14023	1.14204	1.13267	1.13330	41637	0	7
2018.11.25	1.13381	1.13406	1.13300	1.13365	2561	0	9
2018.11.26	1.13365	1.13830	1.13245	1.13326	47289	0	5
2018.11.27	1.13326	1.13433	1.12770	1.12968	50151	0	6
2018.11.28	1.12968	1.13866	1.12667	1.13671	53627	0	5
2018.11.29	1.13670	1.14008	1.13482	1.13918	52839	0	5
2018.11.30	1.13919	1.13997	1.13045	1.13175	49205	0	4
2018.12.02	1.13538	1.13580	1.13271	1.13413	2245	0	10
2018.12.03	1.13414	1.13792	1.13189	1.13540	48323	0	4
2018.12.04	1.13540	1.14177	1.13182	1.13423	55788	0	4
2018.12.05	1.13423	1.13607	1.13106	1.13479	42241	0	6
2018.12.06	1.13483	1.14119	1.13205	1.13745	57595	0	6
2018.12.07	1.13752	1.14229	1.13598	1.13893	51659	0	6
2018.12.09	1.13851	1.14050	1.13851	1.13990	2156	0	11
2018.12.10	1.13992	1.14420	1.13489	1.13555	54584	0	6
2018.12.11	1.13555	1.13995	1.13053	1.13212	51362	0	5
2018.12.12	1.13213	1.13867	1.13146	1.13722	53399	0	5
2018.12.13	1.13723	1.13920	1.13306	1.13624	50850	0	6
2018.12.14	1.13626	1.13643	1.12694	1.13040	47158	0	7
2018.12.16	1.13022	1.13072	1.12989	1.13034	2346	0	10
2018.12.17	1.13034	1.13573	1.13018	1.13490	44290	0	5
2018.12.18	1.13489	1.14017	1.13364	1.13747	48900	0	5
2018.12.19	1.13752	1.14387	1.13629	1.13861	55576	0	7
2018.12.20	1.13862	1.14849	1.13768	1.14563	57315	0	4
2018.12.21	1.14562	1.14733	1.13555	1.13666	51617	0	6
2018.12.23	1.13617	1.13729	1.13594	1.13719	1490	0	10
2018.12.24	1.13719	1.14378	1.13699	1.14090	36512	0	7
2018.12.26	1.14115	1.14151	1.13425	1.13602	35088	0	4
2018.12.27	1.13600	1.14534	1.13578	1.14301	58730	0	6
2018.12.28	1.14301	1.14720	1.14297	1.14416	51920	0	5
2018.12.30	1.14410	1.14415	1.14327	1.14388	1978	0	9
2018.12.31	1.14388	1.14657	1.14212	1.14620	39318	0	6
2019.01.02	1.14605	1.14961	1.13103	1.13110	53291	0	6
2019.01.03	1.13110	1.14103	1.13097	1.13897	60909	0	5
2019.01.04	1.13897	1.14184	1.13453	1.13954	52630	0	5
2019.01.06	1.13930	1.14111	1.13930	1.14099	1999	0	8
2019.01.07	1.14099	1.14820	1.14043	1.14785	45363	0	5
2019.01.08	1.14785	1.14842	1.14213	1.14549	47843	0	4
2019.01.09	1.14562	1.15571	1.14385	1.15530	54782	0	6
2019.01.10	1.15535	1.15692	1.14840	1.15065	52038	0	5
2019.01.11	1.15073	1.15396	1.14575	1.14656	47238	0	5
2019.01.13	1.14537	1.14670	1.14527	1.14595	1981	0	8
2019.01.14	1.14594	1.14813	1.14496	1.14721	43698	0	4
2019.01.15	1.14723	1.14890	1.13814	1.14136	52721	0	4
2019.01.16	1.14137	1.14241	1.13774	1.13980	46479	0	4
2019.01.17	1.13989	1.14055	1.13698	1.13916	45970	0	3
2019.01.18	1.13918	1.14096	1.13527	1.13631	43610	0	5
2019.01.20	1.13595	1.13671	1.13581	1.13648	1293	0	6
2019.01.21	1.13648	1.13904	1.13562	1.13685	32421	0	4
2019.01.22	1.13685	1.13735	1.13356	1.13631	41497	0	3
2019.01.23	1.13631	1.13937	1.13503	1.13849	42504	0	3
2019.01.24	1.13854	1.13907	1.12884	1.13118	53841	0	6
2019.01.25	1.13121	1.14172	1.13046	1.14060	47989	0	6
2019.01.27	1.14021	1.14121	1.13993	1.14120	1808	0	8
2019.01.28	1.14124	1.14432	1.13895	1.14292	38935	0	3
2019.01.29	1.14293	1.14496	1.14107	1.14347	42669	0	3
2019.01.30	1.14346	1.15010	1.14057	1.14850	44891	0	3
2019.01.31	1.14850	1.15136	1.14352	1.14479	45494	0	3
2019.02.01	1.14479	1.14877	1.14342	1.14552	40636	0	4
2019.02.03	1.14506	1.14575	1.14460	1.14544	1527	0	5
2019.02.04	1.14543	1.14598	1.14240	1.14350	37440	0	3
2019.02.05	1.14349	1.14399	1.14000	1.14086	36253	0	3
2019.02.06	1.14086	1.14087	1.13591	1.13655	37629	0	3
2019.02.07	1.13655	1.13674	1.13225	1.13381	38216	0	3
2019.02.08	1.13381	1.13503	1.13206	1.13217	33649	0	3
2019.02.10	1.13216	1.13244	1.13136	1.13237	2244	0	3
2019.02.11	1.13237	1.13293	1.12668	1.12785	35431	0	3
2019.02.12	1.12783	1.13391	1.12571	1.13335	37577	0	3
2019.02.13	1.13336	1.13411	1.12484	1.12643	38322	0	3
2019.02.14	1.12645	1.13090	1.12496	1.12944	41877	0	3
2019.02.15	1.12941	1.13057	1.12336	1.12932	38383	0	3
2019.02.17	1.12945	1.12955	1.12881	1.12950	1921	0	9
2019.02.18	1.12948	1.13335	1.12937	1.13113	28688	0	5
2019.02.19	1.13112	1.13568	1.12750	1.13395	39290	0	4
2019.02.20	1.13395	1.13706	1.13245	1.13455	39255	0	3
2019.02.21	1.13458	1.13658	1.13185	1.13390	42094	0	4
2019.02.22	1.13391	1.13552	1.13157	1.13329	35558	0	3
2019.02.24	1.13395	1.13413	1.13278	1.13413	1634	0	8
2019.02.25	1.13416	1.13669	1.13362	1.13640	36505	0	3
2019.02.26	1.13644	1.14019	1.13446	1.13927	38866	0	3
2019.02.27	1.13927	1.14028	1.13618	1.13792	39629	0	3
2019.02.28	1.13793	1.14190	1.13593	1.13727	41857	0	3
2019.03.01	1.13726	1.14079	1.13528	1.13645	37629	0	3
2019.03.03	1.13801	1.13837	1.13717	1.13746	1674	0	9
2019.03.04	1.13746	1.13746	1.13085	1.13360	35209	0	3
2019.03.05	1.13360	1.13379	1.12891	1.13053	36832	0	3
2019.03.06	1.13056	1.13240	1.12825	1.13126	34767	0	3
2019.03.07	1.13127	1.13196	1.11748	1.11979	40375	0	3
2019.03.08	1.11977	1.12454	1.11846	1.12328	38694	0	3
2019.03.10	1.12286	1.12374	1.12286	1.12315	1808	0	3
2019.03.11	1.12313	1.12678	1.12213	1.12588	34612	0	3
2019.03.12	1.12588	1.13045	1.12487	1.12863	35205	0	4
2019.03.13	1.12862	1.13378	1.12769	1.13300	33309	0	4
2019.03.14	1.13300	1.13355	1.12936	1.13062	35864	0	3
2019.03.15	1.13063	1.13437	1.12996	1.13249	31171	0	3
2019.03.17	1.13191	1.13268	1.13185	1.13190	1525	0	6
2019.03.18	1.13190	1.13583	1.13188	1.13356	30879	0	3
2019.03.19	1.13357	1.13610	1.13332	1.13539	31529	0	3
2019.03.20	1.13540	1.14473	1.13350	1.14281	38422	0	4
2019.03.21	1.14280	1.14371	1.13420	1.13735	40179	0	3
2019.03.22	1.13736	1.13899	1.12724	1.12996	39949	0	4
2019.03.24	1.12917	1.12979	1.12897	1.12955	1356	0	6
2019.03.25	1.12953	1.13306	1.12881	1.13146	37662	0	3
2019.03.26	1.13145	1.13254	1.12614	1.12737	37382	0	3
2019.03.27	1.12735	1.12849	1.12416	1.12516	41746	0	4
2019.03.28	1.12517	1.12609	1.12132	1.12296	40246	0	3
2019.03.29	1.12292	1.12461	1.12094	1.12175	38260	0	3
2019.03.31	1.12247	1.12281	1.12198	1.12229	1292	0	7
2019.04.01	1.12229	1.12491	1.11969	1.12048	36847	0	4
2019.04.02	1.12046	1.12151	1.11831	1.12029	36360	0	3
2019.04.03	1.12029	1.12541	1.12015	1.12444	37043	0	3
2019.04.04	1.12443	1.12474	1.12055	1.12221	33378	0	3
2019.04.05	1.12220	1.12455	1.12095	1.12156	31203	0	3
2019.04.07	1.12133	1.12194	1.12115	1.12180	1764	0	6
2019.04.08	1.12179	1.12738	1.12144	1.12554	32589	0	3
2019.04.09	1.12553	1.12836	1.12550	1.12653	32605	0	3
2019.04.10	1.12652	1.12866	1.12290	1.12755	35745	0	4
2019.04.11	1.12755	1.12868	1.12495	1.12599	32846	0	3
2019.04.12	1.12598	1.13233	1.12568	1.12989	32825	0	3
2019.04.14	1.13005	1.13069	1.12971	1.13025	1383	0	5
2019.04.15	1.13025	1.13203	1.12973	1.13039	40179	0	0
2019.04.16	1.13040	1.13133	1.12782	1.12841	36960	0	3
2019.04.17	1.12842	1.13231	1.12808	1.12961	34047	0	3
2019.04.18	1.12960	1.13034	1.12256	1.12344	35685	0	3
2019.04.19	1.12341	1.12466	1.12305	1.12425	14428	0	13
2019.04.21	1.12404	1.12440	1.12368	1.12432	1818	0	11
2019.04.22	1.12433	1.12614	1.12355	1.12583	12303	0	9
2019.04.23	1.12585	1.12606	1.11918	1.12236	20081	0	8
2019.04.24	1.12237	1.12239	1.11404	1.11531	25950	0	7
2019.04.25	1.11530	1.11620	1.11174	1.11352	23431	0	7
2019.04.26	1.11351	1.11733	1.11111	1.11448	22272	0	6
2019.04.28	1.11433	1.11513	1.11433	1.11488	1519	0	6
2019.04.29	1.11489	1.11863	1.11447	1.11845	17806	0	6
2019.04.30	1.11844	1.12284	1.11754	1.12152	23168	0	8
2019.05.01	1.12152	1.12641	1.11871	1.12020	21012	0	8
2019.05.02	1.12020	1.12185	1.11696	1.11726	22702	0	7
2019.05.03	1.11725	1.12045	1.11350	1.12012	21710	0	7
2019.05.05	1.11741	1.11987	1.11712	1.11844	2010	0	8
2019.05.06	1.11843	1.12086	1.11787	1.12006	21518	0	8
2019.05.07	1.12005	1.12171	1.11659	1.11893	24116	0	8
2019.05.08	1.11892	1.12131	1.11824	1.11977	26173	0	8
2019.05.09	1.11976	1.12504	1.11730	1.12180	28086	0	8
2019.05.10	1.12181	1.12529	1.12175	1.12337	23911	0	8
2019.05.12	1.12328	1.12386	1.12325	1.12355	1870	0	8
2019.05.13	1.12353	1.12628	1.12188	1.12318	22464	0	8
2019.05.14	1.12319	1.12434	1.12009	1.12026	20812	0	8
2019.05.15	1.12027	1.12232	1.11770	1.12069	23055	0	8
2019.05.16	1.12067	1.12234	1.11661	1.11730	20448	0	8
2019.05.17	1.11729	1.11835	1.11545	1.11568	20323	0	8
2019.05.19	1.11564	1.11660	1.11564	1.11644	1670	0	8
2019.05.20	1.11646	1.11743	1.11503	1.11670	18415	0	8
2019.05.21	1.11669	1.11849	1.11412	1.11640	19843	0	8
2019.05.22	1.11640	1.11795	1.11482	1.11550	18222	0	8
2019.05.23	1.11550	1.11869	1.11063	1.11838	22833	0	8
2019.05.24	1.11836	1.12116	1.11769	1.12045	17521	0	8
2019.05.26	1.12064	1.12111	1.12064	1.12067	1275	0	8
2019.05.27	1.12065	1.12148	1.11861	1.11929	13708	0	8
2019.05.28	1.11931	1.11977	1.11584	1.11676	20306	0	8
2019.05.29	1.11674	1.11721	1.11236	1.11364	21002	0	8
2019.05.30	1.11363	1.11427	1.11158	1.11294	18353	0	8
2019.05.31	1.11293	1.11792	1.11244	1.11681	23659	0	8
2019.06.02	1.11621	1.11738	1.11599	1.11732	1671	0	8
2019.06.03	1.11731	1.12614	1.11597	1.12452	24758	0	8
